author,title,url,tags,categories,date,contents,topic
Arif Lee,Does Samsung have the best camera on a smartphone? We compare the Galaxy S7 edge against the rest,http://www.soyacincau.com/2016/03/10/samsung-galaxy-s7-edge-camera-comparison/,,,2016-03-10,"Bam!   passed by like in just a blink of the eye and now we’re suffering from post-congress withdrawals. Not without good reason, by the way. Three (big) smartphone makers released their flagships for this year including the   and  . On a less than positive note, it’s rather sad that we won’t be getting the standard   in Malaysia. Although we pretty much knew everything about the two smartphones prior to the South Korean manufacturer taking the MWC floor, we didn’t know how good the camera on the follow-up to the Galaxy S6 flagships would be. We were eager to find out so we pit the edgy   number against other formidable smartphone cameras. It’s never easy when you need to keep innovating and refining your device. Flagship smartphones and their cameras have come a long way from the feature phones of old. In the present, they’re also just as likely to replace your point and shoot camera in most cases. Samsung has made big leaps in the last couple of years and they’ve earned their place in the smartphone camera winners circle. We saw the great photo-taking ability of the Galaxy S6 and S6 edge last year, even making Samsung keep the camera sensors on the Galaxy Note5 and S6 edge+. Heck, the stylus-toting Samsung smartphone even grabbed the most positive attention on our  . So did Samsung manage to replicate one of the best cameras for a third time running? We were really keen to see how the Galaxy S7 edge would fair when put against the  ,  ,   and the  .",1
Alexander Wong,Free Gear VR when you buy the Samsung Galaxy S7 edge at their roadshows,http://www.soyacincau.com/2016/03/10/samsung-galaxy-s7-edge-malaysia-official-launch-free-gear-vr/,"Android,Samsung Galaxy S7,Samsung Galaxy S7 edge,Samsung Galaxy S7 edge Malaysia,Samsung Galaxy S7 edge malaysia launch,Samsung Galaxy S7 Malaysia,Samsung Galaxy S7 malaysia launch,Samsung Gear VR,Samsung Gear VR Malaysia,samsung malaysia,smartphone","Android,Mobile Devices,Mobile OS,Samsung",2016-03-10,"The   will be available in Malaysia on 18 March nationwide with the retail price of RM3,099. If you missed out on their  , they are giving out a free Gear VR headset to the first 2,000 customers at their roadshows. The roadshows are happening beginning 18th March from 10AM to 10PM. You can experience the S7 edge at the following 7 locations but take note that the free Gear VR offer is only available at Kuala Lumpur, Johor, Penang and Sarawak venues: To make the switch easier, Samsung is also running a trade-up promo. Just bring your current smartphone to the roadshow or at the Samsung authorised retail outlets for a value assessment. Your current device value can be used as a discount for your new Galaxy S7 edge. The trade-up promo is handled by Ingram Micro and only one device is allowed per trade-up. To refresh your memory, the Galaxy S7 edge has a 5.5″ Quad HD AMOLED curved display and it is powered by their top of the line Exynos 8890 Octa-Core processor with 4GB of RAM. It gets 32GB of on-board storage and will support further expansion with microSD up to 200GB on its hybrid dual-SIM tray.  For imaging, the camera pixel count is dropped down to 12MP but it gets faster and brighter performance with a f/1.7 lens and a dual-pixel sensor. Keeping the lights on is a larger 3,600mAh battery which is even larger than the current Galaxy Note5. On top of that, it also gets IP68 water resistance for a worry-free usage in any situation.  As for the Gear VR, this is the newer version which supports the Galaxy S6/S6 edge/S6 edge+, Galaxy Note5 and the current Galaxy S7/S7 edge. Compared to the  , the latest Gear VR supports more models, has a better designed touchpad and it’s lighter for better comfort. It is also more affordable with a retail price tag of RM459. For more info, you can head over to Samsung’s   page.",6
Alexander Wong,"Digi offers the Samsung Galaxy S7 edge from RM1,449",http://www.soyacincau.com/2016/03/13/samsung-galaxy-s7-edge-malaysia-digi-postpaid/,"Android,Digi new postpaid,DiGi Postpaid,Samsung,Samsung Galaxy S7,Samsung Galaxy S7 edge,Samsung Galaxy S7 edge digi,Samsung Galaxy S7 edge Malaysia,smartphone","Android,DiGi,Mobile Devices,Mobile OS,Players on the Field,Samsung",2016-03-13,"Apart from   and  , Digi too will be offering the latest   contract in Malaysia. Unlike the other 2 big boys, Digi doesn’t seem to be having a pre-order promo. The Galaxy S7 edge is priced officially at RM3,099 and Digi is offering it from as low as RM1,449 on its latest   that offer more data plus internet rollover.  Digi is bundling the Galaxy S7 edge on its Digi Postpaid 68, 98, 148 and 238. The full contract pricing are as follows: There’s no mention of contract duration but we assume the above are tied with a 24-months contract. You can get more details of the new Digi postpaid plans  . Regardless of which plan you pick, you would need to fork out RM2,589 during registration inclusive of its upfront payment. If you have a credit card, you can purchase the device with   from as low as RM108/month.  The Galaxy S7 edge will be available at   Digi outlets from 18th March onwards. Walk-in customers can get a RM200 discount plus a 1-on-1 consultation with a Galaxy Consultant. For those ordering online will receive a wireless charger worth RM139 for free. If it was us, we’ll take the RM200 discount. For those prefer to get the Galaxy S7 edge without contract, Samsung is   a free Gear VR worth RM459 to the first 2,000 at selected roadshows.",7
Alexander Wong,Can’t wait? You can now buy the Xiaomi Mi 5 in Malaysia,http://www.soyacincau.com/2016/03/13/cant-wait-you-can-now-buy-the-xiaomi-mi-5-in-malaysia/,"DirectD,Mi 5,Mi 5 Malaysia,Mi Malaysia,Mi5,SIRIM,Xiaomi,Xiaomi Malaysia,Xiaomi Mi 5,Xiaomi Mi 5 Malaysia,Xiaomi Mi 5 Malaysia Price","Android,Mobile Devices,Mobile OS,Xiaomi",2016-03-13,"You can’t deny Xiaomi gives you the best spec smartphones at very competitive prices. Their latest Xiaomi Mi 5 offers a lot of phone for your money and it costs about half of what the mainstream players are selling.  The issue, of course, is availability and Xiaomi is struggling to keep up with demand even in their home ground in China. The Mi 5 flagship went on sale on 1st March and it would probably take months before they could start selling in Malaysia. If you can’t wait, you can get it now in Malaysia thanks to grey importer DirectD.  Like any brand new imported smartphones, be prepared to pay a premium for this. The Mi 5 is offered at RM1,799 and this is for the lower spec model. It gets a lower clocked 1.8GHz Snapdragon 820 processor, 3GB RAM and 32GB of on-board storage. In China, this specific model is going for 1,999 CNY which is about RM1,255 with our current exchange rate. Despite its higher price tag, this is still the most affordable Snapdragon 820 powered smartphone you can buy right now and it’s cheaper than most 2015 flagships.  In terms of official availability, there’s no visibility for the Malaysian market but the folks in India will be getting it as early as next month. Earlier this week, the Mi 5 has already gotten our   but we reckon that will be released after the   launches in Malaysia in April. Want a cheaper alternative? The   is also offered by DirectD at RM1,399. That comes with a 5″ Full HD screen, Snapdragon 808 processor, 3GB RAM and a larger 64GB of on-board storage that’s expandable with microSD.  If you’re interested, head over to DirectD’s  .",6
Alexander Wong,This black box will help you stay connected during floods,http://www.soyacincau.com/2016/03/14/this-black-box-will-help-you-stay-connected-during-floods/,"Backup Network,flood,Kuala Krai,Maxis,Maxis SOS Network,Ogilvy,Ogilvy & Mather,SOS Network","Maxis,Players on the Field",2016-03-14,"Malaysia was hit by one of the worst floods in late 2014 affecting over 200,000 people especially in the east coast of Peninsular Malaysia. When devastating flood hits, staying connected can be impossible for many as telecommunication systems go down due to damage or lack of power supply. To be better prepared for the next monsoon season, Ogilvy & Mather has created a backup network service for Maxis that’s called the S.O.S Network. These little black boxes will reconnect people when their main network goes down.   from   on  . To deploy the S.O.S network, they will place these weatherproof boxes on rooftops of buildings that will create a mesh network using WiFi. They are powered by built-in batteries that can last for a week and it can be recharged using solar, generators or car batteries.  According to the video, the SOS network will work on any phone and on any carrier with no app required. Just switch on your WiFi and connect to MaxisSOS to reconnect to the outside world.  At first glance, it looks like an   video but if this works, it can be a lifesaving solution. The SOS Network is currently deployed at Kuala Krai covering an area of 8.4 sq km and it will be extended to other areas if needed.  MCMC has earlier released a list of   during floods. Those affected are advised to restrict communication to essential use and to switch to lighter forms of communication such as SMS instead of voice calls.",7
Alexander Wong,Watch how today’s teens react to Windows 95,http://www.soyacincau.com/2016/03/09/watch-how-todays-teens-react-to-windows-95/,"microsoft,Microsoft Windows 95,Pentium,Teens react,Windows,Windows 95,windows 95 today","Cool stuff,Others",2016-03-09,"Windows 95 is already more than 20 years old and it was Microsoft’s OS designed for the internet age. Computers back then were bulky with huge CRT monitors hooked up to desktop or tower boxes. If you could remember those things, you are likely to have experience dial-up using   or TMnet. With the current generation of touch-enabled and wireless devices, many teenagers wouldn’t know how it’s like to go online back in the days. If you think it isn’t really a big difference, check out how these teens react to a machine from 20 years ago. They used a classic Pentium computer clocked at 133MHz and it comes with 32MB of RAM. Our current smartphones today have better specs than that. Unlike the current PCs with Windows 8 or Windows 10, starting up a computer back then can really take a long time. Before there was fibre or ADSL, most people rely on the good old dial-up modem. With download speeds of 14.4Kbps to 28.8Kbps (before 56K modems), it could take minutes to load a heavy web page and that’s slower than the throttle speeds you get today when you finish your mobile data quota.  Remember the “It’s now safe to turn off your computer” message? Even shutting down a PC was a manual process as you would need to switch off the machine manually. That was before ATX power supplies became mainstream.",5
Alexander Wong,LEAGOO Alfa 2 delivers brighter selfies on a budget,http://www.soyacincau.com/2016/03/09/leagoo-alfa-2-delivers-brighter-selfies-on-a-budget/,"Android,Dual Sim,LEAGOO,LEAGOO Alfa 2,LEAGOO Alfa 2 Malaysia,LEAGOO Alfa 2 Price,LEAGOO Malaysia","Android,Mobile Devices,Mobile OS",2016-03-09,"LEAGOO Malaysia has announced its Alfa 2 smartphone. A sub-RM500 smartphone that’s big on selfie and it comes with a unique touchpad at the back. Even with its entry-level price tag, it gets some uprated refinements including a smooth 2.5D glass at the front. The LEAGOO Alfa 2 has a 5″ HD 720p screen and it runs on a 1.3GHz Quad-Core Mediatek processor. On-board it gets 1GB of RAM and has 16GB of storage that can be expanded further with microSD. The rear cover is removable but it only gives you access to its dual-SIM and microSD slots as the 2,600mAh battery is non-removable. In terms of connectivity, it supports dual-SIMs up to 3G only. The device has the typical 3 capacitive buttons upfront and the home key doubles up as a notification light.  Its photography credentials are quite impressive for this price range. The back gets a 13MP Sony Sensor with dual-tone LED flash, while the front gets a 5MP shooter that also has its own flash light for better-lit selfies. The neat party trick is a touchpad that’s called the Ion Smart Touch located just underneath the camera. This is somewhat similar to the O-Touch panel on the  . It recognises taps, swipes and long presses, allowing you to interact the device easier with a single hand. The touch pad allows you to take photos, double tap to wake and to scroll around image galleries by swiping from either left or right.  The build is pretty decent for a budget device and it looks quite similar to OPPO’s R7 Lite especially in its gold colour version. Overall it weighs 140 grams and has a thickness of 7.5mm. The Alfa 2 is priced at RM449 and it is available with a choice of 4 colours – dark blue, white, gold and pink. Out of the box, it currently runs on Android 5.1 Lollipop.  For more information, head over to the   product page.",6
Alexander Wong,Here’s what you’ll get with Sony Xperia’s Marshmallow update,http://www.soyacincau.com/2016/03/09/sony-xperia-android-6-0-marshmallow-features/,"Android,Android 6.0,Marshmallow,Sony,Sony Mobile,sony xperia,Sony Xperia Z3,Sony Xperia Z3 Plus,sony xperia z5","Android,Mobile Devices,Mobile OS,Sony",2016-03-09,"Sony has already started pushing its Android Marshmallow 6.0 update. While it trickles down to Xperia devices in phases, Sony has released a video to highlight some of its features with the software update.  The interface as seen on the latest X series have been slightly tweaked for a cleaner look and it gets a couple of extras including app permission settings, revamped camera UI and improved media sharing.  The Marshmallow feature video featuring a   is about a minute long and they have also listed a couple of extra changes towards the end. Some of them include Doze mode, Swipe to Search, Now on Tap, new voice assist, Android backup, Wifi calling, new home screen, new Sony Equalizer, improved Movie creator and more.  Roll out for the Xperia Z5   and it is said to be extended to the Xperia Z3+, Xperia Z3, Xperia Z2, Xperia M5, Xperia C5 Ultra, Xperia M4 Aqua, Xperia C4, Xperia Z4 Tablet and Xperia Z2 Tablet later on. Do let us know if you’ve received it on your Xperia device.",1
Alexander Wong,OPPO R9 is coming to Malaysia in April,http://www.soyacincau.com/2016/03/09/oppo-r9-is-coming-to-malaysia-in-april/,"Oppo,Oppo Malaysia,OPPO R9,OPPO R9 Launch,OPPO R9 Malaysia","Android,Mobile Devices,Mobile OS,Oppo",2016-03-09,"As  , OPPO will be launching its new R9 smartphone on 17th March. For our local market, OPPO Malaysia has confirmed that it will arrive on our shores in April after its Chinese debut.  From the teaser, it appears that it will be available in two colours – Gold and Rose Gold. In typical OPPO fashion, the R9 will be launched with ambassadors such as Yang Mi and Li YiFeng as shown in the video above. For Malaysia, we could get a local ambassador like Nora Danish being the face of  . In terms of specs, its   suggests that the R9 will be yet another mid-range smartphone. Similar to the R7 series, we can expect a standard R9 with a 5.5″ screen and a larger 6″ R9 Plus. The processor is said to be a 1.9GHz Octa-Core unit with 4GB RAM and at least, 32GB of storage. It is definitely not a flagship but it is a step up from its current R7 series.",6
Alexander Wong,Huawei P9 to launch on 6 April,http://www.soyacincau.com/2016/03/09/huawei-p9-to-launch-on-6-april/,"#00,#OO,Android,dual camera,huawei,Huawei P9,Huawei P9 Launch,smartphone","Android,huawei,Mobile Devices,Mobile OS",2016-03-09,"If the Huawei Mate 8 is too big for your liking, here’s something else to look forward to. Huawei now has a date for its P9 flagship smartphone and it’s happening on 6 April in London. This replaces the   that marks the beginning of its premium metal build smartphones.  We’ve seen how Huawei has stepped up their game with the   and  , so it is interesting to see what they will do next.   In the official invite above, there’s a #00 at the top with a line that says “change the way you see the world”. This could hint its new dual-camera set up which we’ve   from @evleaks. Remember the  ? That came with dual-camera set up that provides extra bokeh effects and the ability to shoot higher-resolution photos by combining images taken from both cameras. Other brands that have tried dual-cameras include HTC and most recently LG with its new G5. Apart from making high-end devices, Huawei wants to reinvent smartphone photography by   with Leica. That’s quite a bold move considering established players like Samsung and Microsoft’s Lumia (with its PureView) have raised the bar tremendously.  So what can we expect? Like the P8, there will be   including a standard, Lite and perhaps a Max version. Under the hood, Huawei should be using their in-house developed Kirin 950 processor that offers a balance of both performance and frugal battery life. Looking at how   the Mate 8 is, you can expect the P9 to undercut other mainstream brands. We’ll find out for sure a month from now.",6
Alexander Wong,Celcom’s Galaxy S7 edge bundle plan revealed. Available with NewPhone,http://www.soyacincau.com/2016/03/10/celcoms-galaxy-s7-edge-bundle-plan-revealed-available-with-newphone/,"Android,Booking,Celcom,Celcom Postpaid,Pre-order,Samsung,Samsung Galaxy S7,Samsung Galaxy S7 Celcom,Samsung Galaxy S7 edge,Samsung Galaxy S7 edge Celcom,Samsung Galaxy S7 edge Malaysia,Samsung Galaxy S7 Malaysia,samsung malaysia,smartphone","Android,Celcom,Mobile Devices,Mobile OS,Players on the Field,Samsung",2016-03-10,"The   will launch in Malaysia next week and Celcom will be offering it on their   plans. Priced outright at RM3,099, the Galaxy S7 edge can be yours with either 12-month or 24-month contract. Want a different way of owning a phone? The Galaxy S7 edge is also available with their   from as low as RM145/month. On Celcom, the Galaxy S7 edge can be purchased with their Celcom FIRST Blue plan at RM45/month or Celcom FIRST Gold at RM80/month. Strangely there’s only a single 24 month option for FIRST Blue (4GB data), while FIRST GOLD (10GB data) is tied only with a shorter 12 month contract. The Galaxy S7 edge bundled price are as follows: During sign up, they require an upfront payment of RM150 for FIRST Blue and RM80 for FIRST Gold, which will be rebated back to your account.  Want to buy a Galaxy S7 edge today and switch to a newer model when it comes out? You can also opt for   where it is offered at RM145/month (without device protection) or RM175/month (with device protection), not including the monthly postpaid subscription. The monthly installment seems to be more expensive than Maxis’s  . However, NewPhone’s cost of ownership should be much lower since Celcom’s postpaid plans have lower monthly subscription fees and you get more data for your buck. You can pre-book your Galaxy S7 edge from Celcom with no booking fees and you may collect it at a participating Blue Cube near you. Limited units are available and you also stand a chance to win one for free. Celcom is giving out a Galaxy S7 edge daily to those who pre-book from now until 14 March 2016 and the winners will be announced on their website. If you’re the lucky one, you can collect your device from selected Blue Cube or Celcom outlets on 17-18 March 2016. Note that pre-booking is applicable to those wanting to sign up on FIRST Gold and NewPhone.",7
Alexander Wong,Android N Developer Preview is out now,http://www.soyacincau.com/2016/03/10/android-n-developer-preview-is-out-now/,"Android,Android N,Android N Developer Preview,Android N Preview,google,Nexus 5X,Nexus 6,Nexus 6P,Nexus 6P Malaysia,Nexus 9,Nutella,Pixel C","Android,Mobile OS",2016-03-10,"As we wait for Android 6.0 Marshmallow to roll out to current devices, the folks at Google is now giving everyone a peek of its upcoming Android N. It is available now and even non-developers can give it a try. The name isn’t confirmed yet but we have a hunch that it could be called Nutella.  Some of the notable features including a native split-screen which lets you run 2 apps side by side. This is similar to Samsung’s Multi-Window mode but it appears to be better integrated on the recent apps interface. There are also other subtle changes in Quick Settings and Notifications which improves usability. Doze mode is also improved further to squeeze more battery juice when the screen is asleep.  Android N Preview is now available for Nexus 6, Nexus 5X, Nexus 6P, Nexus Player, Nexus 9 and Pixel C. Nexus 5 is said to be supported later on. If you want to give this a try, it is best to use it on a spare device instead of your daily driver. Being an  , it is still buggy and you may face random crashes, unexpected behaviour and stability issues that will be sorted out in the coming updates. The best part is that you can get Android N via an OTA (Over the air) download. So that means no flashing required and you can upgrade without losing your personal files on the phone.  If you’re aware of the   and still up for it, you can sign up for the Beta program  . So what is N? Nutella? or something else?",8
Rory Lee,"OPPO F1 review: Average, but that’s all there is to it",http://www.soyacincau.com/2016/03/07/oppo-f1-review-average-but-thats-all-there-is-to-it/,,,2016-03-07,"As far as I can tell, the F1 is a reasonable smartphone in both build and performance. It’s fairly good looking too if you’re into this kind of look, and it comes in at a manageable 5-inches — something that should delight many who are sick of phablets.",1
Alexander Wong,The Xiaomi Mi 4S is now available in Malaysia,http://www.soyacincau.com/2016/03/08/the-xiaomi-mi-4s-is-now-available-in-malaysia/,"Android,DirectD,Dual Sim,Mi4S,smartphone,Xiaomi,Xiaomi Mi 4S,Xiaomi Mi4S,Xiaomi Mi4s Malaysia","Android,Mobile Devices,Mobile OS,Xiaomi",2016-03-08,"Just moments before the   was revealed to the world, Xiaomi had also   the  . This is yet another well spec smartphone and it is now available in Malaysia thanks to grey importer DirectD. Being a Mi flagship, it gets a full metal frame with glass covering both front and back. Like the newer Xiaomi smartphones, it also gets a rear-mounted fingerprint scanner.  Slotting itself right above the  , the Mi 4S retains a compact 5″ Full HD display and it is powered by a Snapdragon 808 processor with 3GB RAM and a whopping 64GB of on-board storage. If that’s not enough, it also accepts microSD card up to 128GB in its hybrid dual-SIM tray, contrary to its   on expandable storage.  In terms of imaging, it gets a 13MP f/2.0 main camera with PDAF and dual-tone LED flash while the front sports a 5MP f/2.0 shooter that has an 85 degree wide angle lens. Both cameras shoot videos up to 1080p. Connectivity wise, it supports 4G LTE-A up to Cat 9, VoLTE and faster 802.11ac WiFi. Keeping the lights on is a generous 3,260mAh battery that supports Quick Charge 2.0. Out of the box, it runs on Android 5.1 Lollipop with MIUI 7 skin on top.  In China, the Mi 4S is priced at 1,699 CNY which is about RM1,070. For us folks in Malaysia, you can get the imported unit at RM1,399 from DirectD and it is covered with their own 1-year warranty. Only the white and gold colour options are available at time of writing. If you’re interested, you can head over to their   product page.",6
Rory Lee,Apple’s iPhone SE looks almost identical to the iPhone 5S,http://www.soyacincau.com/2016/03/10/apples-iphone-se-looks-almost-identical-to-the-iphone-5s/,"apple,Apple 4-inch iPhone,Apple iPhone,Apple iPhone 5se,apple iphone 6c,Apple iPhone SE,iOS,render,smartphone,Spigen","Apple,iOS,Mobile Devices,Mobile OS,Rumour Mill",2016-03-10,"Rumours have been floating around that Apple was going to launch a 4-inch iPhone during the first half of the year. What the device is supposed to be called has changed following each subsequent leak but it looks everyone has settled with calling it the iPhone SE. Allegedly, the handset is said to feature a best-of-both-worlds design, pairing the gorgeous looks of the iPhone 5S with the rounded front display of the  / . How that will actually turn out remains to be seen, but thanks to MacRumours, it looks like we have what could be a solid glimpse at how the device will look like. MacRumours have obtained renders from popular case manufacturer Spigen for their iPhone SE cases. Based on the renders, the device does indeed look identical to that of the iPhone 5S with almost no traces of the rounded front display that was suggested. This is, of course, due to a few reasons. The first is that these are merely renders, not official images so the final product could turn out to be slightly different. In fact, if we’re going off the renders, Spigen has left some minor room for error in the case renders like space to include a potential camera hump in the back (which was  ) and since the case wraps around the front of the device, we can’t really tell if there is a curved glass panel on top of the display. Either way, these are merely rumours so don’t take them as fact — especially since they’re not on Spigen’s  . That said, Spigen has been fairly accurate in previous case   so there is a fair chance that the iPhone SE will bear a striking resemblance to the smartphone in these renders. In terms of specs, the iPhone SE is said to come in at a small 4-inches which should appeal to those looking for a smaller device. It’s no slouch though as rumours indicate that the smartphone could be packing a   which should give it more than enough horsepower to keep everything running smoothly.",5
Alexander Wong,Now anyone can create Google ads in 15 minutes with AdWords Express,http://www.soyacincau.com/2016/03/08/now-anyone-can-create-google-ads-in-15-minutes-with-adwords-express/,"Advertising,Google ads,Google AdWords,Google Adwords Express,Google+ Malaysia,Online Advertising,Search Ads,self serve Google Ads,SEM,Small Business","Cool stuff,Others",2016-03-08,"More Malaysians are now connected with 71% of the population owning smartphones. When it comes to online advertising, it is often dominated by the big boys that have bigger budgets with a team dedicated to run digital campaigns.  To empower small businesses including mom and pop shops, Google Malaysia has rolled out AdWords Express – a faster and hassle-free way to promote your business online. Now anyone can set up Google ads in 15 minutes and you won’t even need a website. Unlike the full-fledged  , the express version is simplified to get your campaigns up and running immediately. Just enter a couple of details about your business including location and type of services provided. If you don’t have a website, you can create a simple   to continue.  There’s no complicated keywords or targeting to mess around. You can select a target based on radius from your address or specify specific cities, states or country that you wish to cover. As long as you’ve defined the business properly, the AdWords Express system will handle the keywords for you. The ads will appear on both Search and Google Partner sites that serve Google ads. By default, it display text ads and it could pull images from your My Business listing. If no photos are available, it will show a map of your business location. By including a mobile number, your customers can call directly when they click the ad from their smartphones.  Since it runs on Cost per Click basis, you would only pay for actual performance (clicks) and not by the number of times it appears. Before running a campaign, you can get a performance estimate based on how much budget you’re willing to spend. If you don’t have a computer, you can set up and monitor your campaigns from the AdWords Express app that’s available for both   and  . To get started, head over to  .",2
Alexander Wong,Will it Blend? Samsung Galaxy S7 edge gets the Blentec treatment for real,http://www.soyacincau.com/2016/03/10/will-it-blend-samsung-galaxy-s7-edge-gets-the-blentec-treatment-for-real/,"Blendtec,Samsung Galaxy S7,Samsung Galaxy S7 edge,Samsung Galaxy S7 edge blend test,torture test,will it blend","Android,Mobile Devices,Mobile OS,Samsung,Video",2016-03-10,"Will it  ? That’s the question. You’ve probably seen dozens of videos starring Tom Dickson and his mighty Blendtec machines. While they are cool to watch, you probably have a suspicion that it’s edited for entertainment sake.  TechRax has gotten a   and they have blended one for real with a Blendtec. Will they blend it as well as Tom Dickson? Watch the video after the break. At first, the S7 edge had managed to escape death by holding on to the centre piece of the rotor. After a little adjustment, the device starts to jump and the blades start to chip the flagship smartphone into tiny shreds. You can see some sparks in the process along with dark smoke and dust. We don’t want to spoil the ending for you, so hit the play button above and watch the full 4 minute video.",5
Alexander Wong,The Huawei Watch for the ladies are coming in April,http://www.soyacincau.com/2016/03/08/huawei-watch-women-jewel-elegant-malaysia-april-2016/,"Huawei Malaysia,Huawei Watch,Huawei Watch Elegant,Huawei Watch for Women,Huawei Watch Jewel,Huawei Watch Malaysia,Huawei Watch Malaysia Price","Android,huawei,Mobile Devices,Mobile OS,Smart Watch",2016-03-08,"Today isn’t just about the  . It just so happens that it is also International Women’s Day and they have also announced the Huawei Watch for the ladies. The watches come with rose gold case and the elegant variant adds more bling with Swarovski Zirconia that claims to be as brilliant as diamond.  Essentially there are similar with the original Huawei Watch, with a 1.4″ OLED display doing 400×400 underneath a sapphire glass. Another minor difference is that these versions are slightly wider at 44mm from the usual 42mm. The most expensive of the two is the Jewel version with 68 Swarovski crystals lined up along the bezels. The Elegant is the more affordable alternative but it gets unique etched patterns around the edge. By default both models come with a genuine leather strap which is user replaceable. Since it runs on Android Wear, it will be compatible for both Android and iOS devices. Both watches will be available late April 2016 and they are priced at RM1,999 for Elegant and RM2,299 for the Jewel version.",6
Alexander Wong,Xiaomi Mi 5 passes SIRIM. Malaysian launch soon?,http://www.soyacincau.com/2016/03/09/xiaomi-mi-5-passes-sirim-malaysian-launch-soon/,"Mi 5,Mi 5 Malaysia,Mi5,SIRIM,Xiaomi,Xiaomi Malaysia. Mi. Mi Malaysia,Xiaomi Mi 5,Xiaomi Mi 5 Malaysia,XIaomi Mi 5 SIRIM","Android,Mobile Devices,Mobile OS,Rumour Mill,Xiaomi",2016-03-09,"If you’re looking for a high-end flagship with bargain price, it looks like Xiaomi could be bringing its   smartphone to Malaysia soon. After its   during MWC 2016, the flagship smartphone had gone on sale in China and the   will be getting it sometime next month.  Now back in Malaysia a new Xiaomi device has just gotten the SIRIM greenlight carrying the model number 2015105 and it is newer than the  . Could this be the Mi 5?  Looking at the listing, the said device supports dual-SIMs, 4G LTE and faster 802.11 ac WiFi. The biggest indication that this would be the Mi 5 is that it supports NFC, a feature that was absent after the  .  To recap on the specs, it gets a 5.15″ Full HD display and it runs on a Snapdragon 820 processor that’s clocked at 1.8GHz or 2.15GHz depending on variant and with either 3GB or 4GB of RAM. Performance should be top notch as it uses a faster LPDDR4 RAM and UFS 2.0 flash storage, which are similar to Samsung’s recent flagships.  In terms of design it looks like the Mi Note as it gets a 3D curved glass back but this time it curves smoothly into the metal frame. For imaging, it gets a 16MP f/2.0 Sony IMX298 camera with 4-axis optical image stabilisation. Meanwhile, the front retains the same 4MP “Ultrapixel” from the Mi Note for selfies. For the first time for a Xiaomi, it features a front mounted fingerprint scanner and they have managed to do so while maintain a compact front appearance. Keeping the lights on is a 3,000mAh non-removable battery and it charges up quickly with a reversible USB Type C port.  In China the Mi 5 is priced from 1,999 CNY (about RM1,295) for the base 3GB RAM + 32GB storage model and it goes all the way up to 2,699 CNY (about RM1,750) for its 4GB RAM + 128GB storage variant with a 3D ceramic back. The question is when is it coming? We feel that Xiaomi will first release the international Redmi Note 3 in Malaysia   and we probably need to wait a couple of months for the Mi 5 to arrive.  Thanks   for the tip!",6
Sponsored,Drive Less and Earn More with Grab,http://www.soyacincau.com/2016/03/08/drive-less-and-earn-more-with-grab/,"#2kerja,Apply to be GrabCar Driver,extra income,Grab,Grab Driver,Grab incentive,GrabCar,Grabcar driver,GrabCar Incentive,private driver,Sponsored","Others,Sponsored",2016-03-08,"The past year has not been easy on Malaysians and their wallets. With the onset of taxes, removal of subsidies and instability of workforce management, stretching your dollar is just not the same anymore, especially when you desire the little pleasures in life like a new car or a well deserved holiday.  And sure, there is a variety of second or part-time jobs out there to help you attain them easily, but let’s face it! Having a second or part-time job requires a certain type of dedication and commitment that perhaps not many are in the position to do so for various reasons such as inflexibility of the current or part-time jobs.   But this is where Grab plays a role.  Not just poised to providing a safer and alternative option of transport, GrabCar, which is available on the Grab App (formerly known as MyTeksi), offers a flexible and viable option for those who want to earn some serious money without minimal time commitment, something which other ride-sharing app platforms just cannot provide. So how does it work, you may ask…Pretty easy actually.  
 With the updated Grab incentive, the focus is not on the hours behind the wheel, but on how many jobs are completed. For example, on normal weekdays (Mon – Thurs) you only need to accept one job while on the way to work and two after. With the minimum fare of RM7 per job, you will already hit tier 4 target and receive a bonus incentive which rounds each job to RM16, making your daily earnings RM48.  Next, on weekends (Fri – Sun), you accept five to six jobs a day with the same minimum fare of RM7 and with each job rounded up to RM16, your daily earning is between RM90 to RM96.  
 Yes, we are aware you have limited spare time but with just 14 hours a week (that’s as low as 2 hours a day!) you can take home a minimum of RM1,792 guaranteed gross income per month.* But what can you possibly do with RM1,792? So let’s break it down further. With this amount, you can easily pay for: Your possibilities are endless just by sitting in your car for a few hours a day while listening to your favourite music and meeting new people.  In fact, here are a few tips to consider to earn more! 
Bonus Hours, which usually coincides with office rush hours, are when Grab guarantees the minimum fare earned, therefore, you can definitely earn more with a lesser drive time.  
 
Another tip to maximize your earnings is by reducing your cost. Since it is now cheaper to fill your tank with petrol than to enjoy a glass of milo ais at your nearest mamak, best to make full use of it now! 
Want in on a good deal to make more money? Get your friends and family to sign-up as well and you could earn up to RM175 per referral. Moreover, if your referral signs up between 1 – 31 March 2016, you will stand a chance to drive away a Nissan Almera worth RM69,800 (including insurance and tax)!**  1. Attend GrabCar Express Sign-up Day  All you need is your NRIC, a valid driving license and a cover note for your car insurance. Grab will also give you RM50 for signing up on this particular day only! So with the Express Sign Up, you’ll start earning in no time!  Plus, there will also be staff on-ground to address any doubts or queries you may have!   2. Alternatively, you can follow the simple steps below and register online For more information about Grab, please log into",2
